user_id,book_id,rating
10111,29,3.0
10111,292,5.0
10111,297,4.0
10111,300,4.0
10111,301,5.0
10111,3027,5.0
10111,304,3.0
10111,305,4.0
10111,306,2.0
10111,31,4.0
10111,32,5.0
10111,321,3.0
10111,325,5.0
10111,3252,4.0
10111,33,5.0
10111,332,5.0
10111,3428,5.0
10111,3456,3.0
10111,347,5.0
10111,354,4.0
10111,357,4.0
10111,36,3.0
10111,3613,4.0
10111,3642,3.0
10111,37,4.0
10111,3729,5.0
10111,375,3.0
10111,3755,4.0
10111,378,4.0
10111,381,1.0
10111,387,3.0
10111,405,5.0
10111,407,3.0
10111,4130,5.0
10111,417,3.0
10111,420,2.0
10111,4316,5.0
10111,4392,5.0
10111,44,2.0
10111,45,4.0
10111,457,3.0
10111,46,4.0
10111,467,5.0
10111,47,4.0
10111,476,5.0
10111,48,5.0
10111,4815,4.0
10111,483,4.0
10111,484,5.0
10111,485,3.0
10111,4872,5.0
10111,488,5.0
10111,499,3.0
10111,5,5.0
10111,50,5.0
10111,542,5.0
10111,547,3.0
10111,556,5.0
10111,557,4.0
10111,57,3.0
10111,578,4.0
10111,58,5.0
10111,59,3.0
10111,602,5.0
10111,612,5.0
10111,621,4.0
10111,6322,5.0
10111,641,5.0
10111,65,5.0
10111,653,5.0
10111,660,3.0
10111,662,4.0
10111,67,4.0
10111,670,4.0
10111,675,4.0
10111,693,3.0
10111,699,4.0
10111,7,4.0
10111,701,5.0
10111,703,4.0
10111,705,5.0
10111,715,3.0
10111,72,5.0
10111,725,5.0
10111,727,3.0
10111,730,3.0
10111,736,3.0
10111,739,5.0
10111,75,2.0
10111,764,4.0
10111,77,2.0
10111,79,2.0
10111,7970,3.0
10111,80,5.0
10111,806,5.0
10111,818,2.0
10111,820,4.0
10111,83,3.0
10111,848,4.0
10111,85,5.0
10111,851,3.0
10111,8735,5.0
10111,879,4.0
10111,8817,3.0
10111,885,4.0
10111,90,3.0
10111,911,5.0
10111,919,3.0
10111,94,5.0
10111,941,4.0
10111,967,4.0
10111,9722,5.0
10111,98,4.0
10120,1019,2.0
10120,103,5.0
10120,1049,3.0
10120,1084,3.0
10120,1089,1.0
10120,1128,3.0
10120,1137,3.0
10120,1155,2.0
10120,1172,2.0
10120,1179,3.0
10120,1191,3.0
10120,1204,2.0
10120,1259,4.0
10120,126,5.0
10120,1286,3.0
10120,1343,2.0
10120,1350,4.0
10120,1356,3.0
10120,1397,2.0
10120,1431,3.0
10120,1454,3.0
10120,1480,3.0
10120,1484,3.0
10120,1520,5.0
10120,1526,2.0
10120,1528,4.0
10120,1574,4.0
10120,1665,3.0
10120,1691,3.0
10120,1768,2.0
10120,1809,4.0
10120,1863,3.0
10120,1869,5.0
10120,191,3.0
10120,192,5.0
10120,1924,2.0
10120,1976,4.0
10120,1991,2.0
10120,212,3.0
10120,2196,2.0
10120,2210,5.0
10120,223,4.0
10120,230,1.0
10120,232,2.0
10120,2376,3.0
10120,2471,4.0
10120,2601,1.0
10120,2608,3.0
10120,2642,3.0
10120,2646,1.0
10120,276,4.0
10120,2825,3.0
10120,2898,2.0
10120,2954,1.0
10120,2959,3.0
10120,3063,5.0
10120,314,2.0
10120,316,3.0
10120,3174,3.0
10120,3243,1.0
10120,3244,3.0
10120,3246,4.0
10120,3247,3.0
10120,332,3.0
10120,3370,1.0
10120,3403,3.0
10120,3414,3.0
10120,345,1.0
10120,3562,4.0
10120,3601,3.0
10120,368,4.0
10120,3826,4.0
10120,3860,5.0
10120,389,5.0
10120,3974,3.0
10120,399,3.0
10120,4167,2.0
10120,429,2.0
10120,432,3.0
10120,4396,4.0
10120,4460,4.0
10120,4534,3.0
10120,4578,3.0
10120,4650,4.0
10120,469,3.0
10120,4712,3.0
10120,480,3.0
10120,4985,3.0
10120,5179,2.0
10120,53,1.0
10120,542,1.0
10120,5463,3.0
10120,5536,3.0
10120,561,3.0
10120,5632,1.0
10120,565,3.0
10120,577,3.0
10120,5805,3.0
10120,593,3.0
10120,599,3.0
10120,602,2.0
10120,603,4.0
10120,612,3.0
10120,6368,3.0
10120,6371,3.0
10120,6374,3.0
10120,641,1.0
10120,6873,3.0
10120,693,1.0
10120,729,5.0
10120,730,1.0
10120,738,5.0
10120,7383,3.0
10120,746,4.0
10120,747,5.0
10120,7479,3.0
10120,7505,4.0
10120,751,2.0
10120,755,3.0
10120,7568,3.0
10120,789,4.0
10120,7981,3.0
10120,8085,3.0
10120,817,4.0
10120,8332,2.0
10120,8484,3.0
10120,8787,3.0
10120,88,4.0
10120,890,4.0
10120,894,2.0
10120,897,3.0
10120,8988,3.0
10120,918,2.0
10120,9371,3.0
10120,9699,1.0
10120,9925,3.0
10140,1,4.0
10140,100,3.0
10140,1032,3.0
10140,1084,3.0
10140,1094,4.0
10140,11,4.0
10140,1100,3.0
10140,111,3.0
10140,1135,2.0
10140,114,2.0
10140,1158,3.0
10140,116,3.0
10140,1161,3.0
10140,1167,2.0
10140,117,3.0
10140,118,3.0
10140,119,3.0
10140,1213,3.0
10140,122,2.0
10140,1255,3.0
10140,127,1.0
10140,1290,3.0
10140,130,5.0
10140,1316,4.0
10140,138,4.0
10140,1391,3.0
10140,1398,2.0
10140,1406,2.0
10140,148,3.0
10140,1487,3.0
10140,15,3.0
10140,154,3.0
10140,1581,4.0
10140,160,3.0
10140,161,3.0
10140,1626,3.0
10140,1679,2.0
10140,17,4.0
10140,174,2.0
10140,175,3.0
10140,1760,3.0
10140,178,2.0
10140,179,2.0
10140,18,3.0
10140,186,2.0
10140,187,3.0
10140,19,3.0
10140,193,2.0
10140,194,1.0
10140,195,4.0
10140,198,2.0
10140,2,3.0
10140,2053,4.0
10140,21,3.0
10140,213,3.0
10140,2133,4.0
10140,214,3.0
10140,217,3.0
10140,219,4.0
10140,2195,2.0
10140,222,2.0
10140,223,2.0
10140,23,3.0
10140,230,4.0
10140,2355,5.0
10140,24,3.0
10140,241,2.0
10140,245,2.0
10140,25,3.0
10140,255,1.0
10140,256,4.0
10140,26,2.0
10140,261,2.0
10140,263,3.0
10140,27,3.0
10140,271,3.0
10140,28,3.0
10140,2827,2.0
10140,2875,3.0
10140,288,2.0
10140,289,4.0
10140,292,4.0
10140,3,3.0
10140,300,3.0
10140,306,1.0
10140,3091,2.0
10140,31,4.0
10140,314,3.0
10140,317,3.0
10140,3268,1.0
10140,33,3.0
10140,332,4.0
10140,3388,3.0
10140,341,2.0
10140,345,3.0
10140,347,4.0
10140,35,4.0
10140,3504,5.0
10140,3533,3.0
10140,354,3.0
10140,357,3.0
10140,3585,4.0
10140,3593,3.0
10140,36,4.0
10140,361,4.0
10140,362,4.0
10140,369,3.0
10140,37,4.0
10140,38,3.0
10140,3889,4.0
10140,389,4.0
10140,395,3.0
10140,396,4.0
10140,4,4.0
10140,401,3.0
10140,4062,3.0
10140,41,3.0
10140,4145,3.0
10140,42,4.0
10140,43,3.0
10140,447,3.0
10140,45,4.0
10140,453,4.0
10140,461,4.0
10140,47,5.0
10140,471,3.0
10140,49,3.0
10140,492,3.0
10140,50,3.0
10140,501,3.0
10140,5052,3.0
10140,513,5.0
10140,519,3.0
10140,52,3.0
10140,529,2.0
10140,53,3.0
10140,531,2.0
10140,542,4.0
10140,559,4.0
10140,56,3.0
10140,57,4.0
10140,576,3.0
10140,577,3.0
10140,58,4.0
10140,590,3.0
10140,595,3.0
10140,602,4.0
10140,62,2.0
10140,63,4.0
10140,6333,4.0
10140,641,2.0
10140,646,4.0
10140,650,4.0
10140,66,2.0
10140,67,3.0
10140,6975,2.0
10140,7,4.0
10140,70,4.0
10140,7002,3.0
10140,73,3.0
10140,733,2.0
10140,760,3.0
10140,763,3.0
10140,7644,3.0
10140,77,3.0
10140,781,3.0
10140,8,3.0
10140,80,3.0
10140,81,4.0
10140,819,1.0
10140,829,3.0
10140,83,5.0
10140,8399,2.0
10140,85,3.0
10140,856,3.0
10140,857,3.0
10140,86,2.0
10140,860,3.0
10140,87,2.0
10140,879,3.0
10140,9,2.0
10140,90,4.0
10140,901,3.0
10140,916,3.0
10140,925,3.0
10140,9407,3.0
10140,961,4.0
10140,984,3.0
10146,1,5.0
10146,102,3.0
10146,1039,2.0
10146,1055,5.0
10146,1083,4.0
10146,1137,4.0
10146,1155,5.0
10146,116,4.0
10146,117,4.0
10146,1172,4.0
10146,1199,5.0
10146,120,4.0
10146,1213,4.0
10146,122,3.0
10146,1222,5.0
10146,125,3.0
10146,1258,4.0
10146,1298,4.0
10146,130,3.0
10146,131,4.0
10146,1312,5.0
10146,1322,4.0
10146,1327,4.0
10146,133,4.0
10146,1367,4.0
10146,1391,3.0
10146,1397,4.0
10146,148,4.0
10146,1491,4.0
10146,151,3.0
10146,154,3.0
10146,1545,3.0
10146,155,4.0
10146,1554,4.0
10146,1566,4.0
10146,1569,4.0
10146,157,3.0
10146,158,4.0
10146,161,4.0
10146,167,3.0
10146,17,4.0
10146,171,4.0
10146,176,3.0
10146,1764,4.0
10146,1774,4.0
10146,184,5.0
10146,189,5.0
10146,1896,3.0
10146,191,5.0
10146,1944,2.0
10146,1954,4.0
10146,2021,2.0
10146,2032,3.0
10146,2047,4.0
10146,219,5.0
10146,2199,4.0
10146,2215,3.0
10146,223,4.0
10146,229,3.0
10146,230,4.0
10146,2315,4.0
10146,233,5.0
10146,237,4.0
10146,239,5.0
10146,2403,4.0
10146,2499,4.0
10146,251,3.0
10146,257,3.0
10146,2620,5.0
10146,263,5.0
10146,2637,4.0
10146,270,5.0
10146,271,5.0
10146,2741,4.0
10146,2809,4.0
10146,282,5.0
10146,283,3.0
10146,292,4.0
10146,301,1.0
10146,308,3.0
10146,3101,4.0
10146,314,3.0
10146,322,4.0
10146,3306,4.0
10146,332,4.0
10146,335,5.0
10146,339,3.0
10146,346,4.0
10146,347,4.0
10146,353,3.0
10146,3565,4.0
10146,3595,5.0
10146,364,3.0
10146,365,3.0
10146,368,5.0
10146,37,4.0
10146,373,5.0
10146,375,4.0
10146,377,4.0
10146,3818,4.0
10146,386,4.0
10146,387,3.0
10146,3878,4.0
10146,390,4.0
10146,391,3.0
10146,402,4.0
10146,41,3.0
10146,410,4.0
10146,411,3.0
10146,413,4.0
10146,416,5.0
10146,444,3.0
10146,451,4.0
10146,456,4.0
10146,457,3.0
10146,461,5.0
10146,4633,3.0
10146,4653,5.0
10146,469,3.0
10146,471,5.0
10146,480,5.0
10146,484,1.0
10146,4862,3.0
10146,4870,4.0
10146,492,4.0
10146,496,4.0
10146,497,5.0
10146,500,4.0
10146,516,5.0
10146,518,3.0
10146,529,4.0
10146,540,4.0
10146,541,3.0
10146,542,4.0
10146,545,5.0
10146,557,4.0
10146,559,4.0
10146,560,4.0
10146,561,4.0
10146,577,3.0
10146,586,3.0
10146,59,5.0
10146,595,4.0
10146,601,4.0
10146,602,4.0
10146,611,3.0
10146,6138,4.0
10146,615,3.0
10146,618,4.0
10146,621,4.0
10146,63,5.0
10146,639,3.0
10146,641,3.0
10146,6502,5.0
10146,666,4.0
10146,682,5.0
10146,696,3.0
10146,701,4.0
10146,714,3.0
10146,73,3.0
10146,730,4.0
10146,760,3.0
10146,7655,5.0
10146,767,4.0
10146,770,3.0
10146,79,4.0
10146,792,5.0
10146,793,5.0
10146,817,4.0
10146,824,4.0
10146,826,4.0
10146,838,4.0
10146,839,3.0
10146,85,3.0
10146,851,3.0
10146,868,5.0
10146,898,3.0
10146,9152,4.0
10146,918,4.0
10146,929,4.0
10146,93,4.0
10146,934,3.0
10146,935,4.0
10146,937,5.0
10146,941,4.0
10146,964,5.0
10146,97,4.0
10146,994,5.0
10146,999,3.0
10181,1019,3.0
10181,1053,3.0
10181,1065,4.0
10181,1090,5.0
10181,1116,2.0
10181,1121,5.0
10181,1124,3.0
10181,1160,5.0
10181,1236,4.0
10181,1263,4.0
10181,1389,3.0
10181,1405,4.0
10181,141,5.0
10181,1484,5.0
10181,1519,4.0
10181,1555,4.0
10181,1633,1.0
10181,1645,4.0
10181,1646,4.0
10181,1660,4.0
10181,1682,5.0
10181,1729,3.0
10181,1873,4.0
10181,1898,2.0
10181,1914,3.0
10181,1954,3.0
10181,1982,3.0
10181,1991,3.0
10181,2011,3.0
10181,2140,4.0
10181,2196,5.0
10181,2218,4.0
10181,2241,5.0
10181,2295,3.0
10181,2312,3.0
10181,2313,5.0
10181,2325,5.0
10181,2500,4.0
10181,253,5.0
10181,2564,3.0
10181,2570,4.0
10181,2637,4.0
10181,2646,5.0
10181,2676,5.0
10181,2693,5.0
10181,2728,4.0
10181,2741,5.0
10181,2770,5.0
10181,2958,4.0
10181,2969,5.0
10181,3099,4.0
10181,3111,4.0
10181,3246,5.0
10181,3247,5.0
10181,3632,4.0
10181,3670,3.0
10181,3754,3.0
10181,3805,3.0
10181,389,3.0
10181,4026,4.0
10181,4282,2.0
10181,439,4.0
10181,4583,2.0
10181,4726,5.0
10181,474,4.0
10181,477,3.0
10181,4790,5.0
10181,484,3.0
10181,4885,4.0
10181,492,5.0
10181,4970,3.0
10181,499,4.0
10181,5035,5.0
10181,514,5.0
10181,5332,5.0
10181,5506,4.0
10181,5538,4.0
10181,5641,5.0
10181,5666,4.0
10181,5714,4.0
10181,572,5.0
10181,574,4.0
10181,584,4.0
10181,5895,4.0
10181,5982,4.0
10181,6074,5.0
10181,612,4.0
10181,6126,4.0
10181,6150,4.0
10181,6169,4.0
10181,6207,4.0
10181,6236,4.0
10181,6252,4.0
10181,6315,3.0
10181,6386,4.0
10181,6418,4.0
10181,653,5.0
10181,6709,4.0
10181,695,4.0
10181,699,3.0
10181,7035,4.0
10181,7128,5.0
10181,725,3.0
10181,7266,4.0
10181,7271,3.0
10181,7282,4.0
10181,729,5.0
10181,742,4.0
10181,760,5.0
10181,7604,4.0
10181,7623,4.0
10181,7713,3.0
10181,7766,4.0
10181,7842,4.0
10181,789,4.0
10181,806,5.0
10181,838,3.0
10181,8432,4.0
10181,8594,3.0
10181,890,4.0
10181,897,4.0
10181,8979,4.0
10181,910,3.0
10181,9121,4.0
10181,9235,4.0
10181,936,4.0
10181,9408,4.0
10181,9499,3.0
10181,951,5.0
10181,953,1.0
10181,9658,3.0
10181,9711,4.0
10181,977,4.0
10181,9894,3.0
10246,1,4.0
10246,1018,4.0
10246,102,5.0
10246,1089,5.0
10246,11,3.0
10246,110,5.0
10246,118,4.0
10246,122,4.0
10246,1236,4.0
10246,124,3.0
10246,1246,4.0
10246,125,5.0
10246,1258,4.0
10246,126,4.0
10246,1337,5.0
10246,1342,5.0
10246,1343,5.0
10246,135,5.0
10246,1368,5.0
10246,1389,4.0
10246,139,3.0
10246,1486,5.0
10246,1501,3.0
10246,1533,3.0
10246,155,4.0
10246,1554,3.0
10246,157,5.0
10246,158,5.0
10246,1597,4.0
10246,161,4.0
10246,1633,3.0
10246,1641,4.0
10246,165,5.0
10246,168,4.0
10246,17,4.0
10246,170,2.0
10246,1714,4.0
10246,1722,5.0
10246,176,3.0
10246,1768,5.0
10246,179,4.0
10246,18,3.0
10246,1801,5.0
10246,185,3.0
10246,1881,3.0
10246,1885,4.0
10246,189,4.0
10246,19,4.0
10246,1924,5.0
10246,1940,5.0
10246,1993,3.0
10246,20,4.0
10246,2047,3.0
10246,205,4.0
10246,2062,3.0
10246,2086,5.0
10246,2144,4.0
10246,223,3.0
10246,2250,4.0
10246,2252,3.0
10246,2271,5.0
10246,229,5.0
10246,23,3.0
10246,232,4.0
10246,2325,4.0
10246,2382,4.0
10246,2406,2.0
10246,243,3.0
10246,2470,5.0
10246,248,5.0
10246,2501,5.0
10246,2507,3.0
10246,251,4.0
10246,2554,5.0
10246,257,5.0
10246,2658,5.0
10246,2677,5.0
10246,2729,4.0
10246,283,5.0
10246,2865,5.0
10246,2881,5.0
10246,289,4.0
10246,29,5.0
10246,2944,5.0
10246,296,5.0
10246,3,1.0
10246,30,4.0
10246,3000,5.0
10246,3082,5.0
10246,3087,3.0
10246,311,4.0
10246,3128,3.0
10246,3200,5.0
10246,3210,4.0
10246,322,3.0
10246,33,4.0
10246,3302,3.0
10246,3311,4.0
10246,3325,5.0
10246,335,4.0
10246,3359,5.0
10246,337,4.0
10246,3433,4.0
10246,346,5.0
10246,349,3.0
10246,353,5.0
10246,358,5.0
10246,3628,5.0
10246,364,3.0
10246,3700,5.0
10246,371,4.0
10246,373,4.0
10246,3791,5.0
10246,383,3.0
10246,39,5.0
10246,391,5.0
10246,397,5.0
10246,40,2.0
10246,4034,4.0
10246,416,3.0
10246,426,5.0
10246,429,5.0
10246,4291,5.0
10246,444,4.0
10246,4565,3.0
10246,467,1.0
10246,476,4.0
10246,481,2.0
10246,484,4.0
10246,496,3.0
10246,4965,4.0
10246,5,4.0
10246,5134,4.0
10246,530,4.0
10246,54,4.0
10246,5446,3.0
10246,545,5.0
10246,556,3.0
10246,598,4.0
10246,599,4.0
10246,606,3.0
10246,612,4.0
10246,62,4.0
10246,620,4.0
10246,6256,4.0
10246,6291,4.0
10246,65,4.0
10246,6590,5.0
10246,696,4.0
10246,7,4.0
10246,70,4.0
10246,700,4.0
10246,714,5.0
10246,72,3.0
10246,7260,3.0
10246,739,3.0
10246,75,4.0
10246,751,4.0
10246,755,5.0
10246,766,5.0
10246,768,4.0
10246,773,5.0
10246,7798,4.0
10246,798,5.0
10246,8,5.0
10246,806,4.0
10246,8109,5.0
10246,826,3.0
10246,869,5.0
10246,894,5.0
10246,898,3.0
10246,90,4.0
10246,9044,4.0
10246,9139,5.0
10246,929,4.0
10246,937,4.0
10246,953,4.0
10246,9900,4.0
10249,10,4.0
10249,102,5.0
10249,1039,4.0
10249,107,4.0
10249,108,2.0
10249,1108,5.0
10249,1120,5.0
10249,1124,3.0
10249,1153,4.0
10249,1155,5.0
10249,117,5.0
10249,1211,5.0
10249,1217,4.0
10249,122,3.0
10249,1222,5.0
10249,1236,4.0
10249,126,5.0
10249,13,3.0
10249,133,4.0
10249,134,5.0
10249,136,3.0
10249,1398,5.0
10249,1421,2.0
10249,1447,5.0
10249,1469,5.0
10249,1486,4.0
10249,151,5.0
10249,153,5.0
10249,1530,5.0
10249,1540,5.0
10249,1548,5.0
10249,1554,5.0
10249,156,2.0
10249,157,5.0
10249,158,5.0
10249,159,5.0
10249,1648,5.0
10249,1655,3.0
10249,1669,4.0
10249,1735,5.0
10249,1742,5.0
10249,1745,4.0
10249,175,5.0
10249,1779,4.0
10249,178,3.0
10249,18,5.0
10249,1803,5.0
10249,1805,5.0
10249,1825,5.0
10249,184,5.0
10249,186,3.0
10249,187,5.0
10249,1896,5.0
10249,19,4.0
10249,1938,5.0
10249,1971,5.0
10249,2034,4.0
10249,2038,5.0
10249,2039,5.0
10249,2050,5.0
10249,2051,4.0
10249,2077,2.0
10249,21,5.0
10249,214,5.0
10249,216,5.0
10249,2181,5.0
10249,2182,5.0
10249,219,5.0
10249,228,2.0
10249,229,5.0
10249,23,5.0
10249,2315,5.0
10249,2394,5.0
10249,24,5.0
10249,2415,4.0
10249,245,4.0
10249,246,5.0
10249,2467,5.0
10249,25,5.0
10249,251,5.0
10249,2691,5.0
10249,27,5.0
10249,2722,5.0
10249,2750,5.0
10249,276,4.0
10249,278,5.0
10249,282,4.0
10249,284,3.0
10249,2879,5.0
10249,296,5.0
10249,3,5.0
10249,306,4.0
10249,310,2.0
10249,321,3.0
10249,3232,5.0
10249,3313,4.0
10249,3348,5.0
10249,335,5.0
10249,339,5.0
10249,346,4.0
10249,347,5.0
10249,36,3.0
10249,364,5.0
10249,369,2.0
10249,37,5.0
10249,373,5.0
10249,38,5.0
10249,386,4.0
10249,391,5.0
10249,400,4.0
10249,41,5.0
10249,416,4.0
10249,422,5.0
10249,4236,4.0
10249,43,3.0
10249,44,4.0
10249,443,4.0
10249,444,5.0
10249,449,5.0
10249,46,3.0
10249,47,3.0
10249,48,3.0
10249,49,5.0
10249,491,5.0
10249,51,5.0
10249,518,5.0
10249,519,5.0
10249,52,4.0
10249,54,5.0
10249,544,5.0
10249,545,5.0
10249,549,5.0
10249,55,4.0
10249,5500,4.0
10249,56,3.0
10249,561,4.0
10249,568,4.0
10249,577,5.0
10249,579,4.0
10249,586,3.0
10249,59,4.0
10249,60,4.0
10249,601,5.0
10249,6039,5.0
10249,608,3.0
10249,62,4.0
10249,621,5.0
10249,63,5.0
10249,639,4.0
10249,643,5.0
10249,6531,5.0
10249,66,3.0
10249,661,5.0
10249,679,5.0
10249,68,5.0
10249,681,5.0
10249,6920,5.0
10249,7,5.0
10249,70,3.0
10249,7298,5.0
10249,73,5.0
10249,740,5.0
10249,741,2.0
10249,743,3.0
10249,75,3.0
10249,76,3.0
10249,7717,5.0
10249,777,2.0
10249,78,2.0
10249,783,5.0
10249,792,5.0
10249,7951,5.0
10249,80,5.0
10249,814,5.0
10249,85,5.0
10249,853,4.0
10249,854,5.0
10249,863,5.0
10249,868,5.0
10249,8764,3.0
10249,887,3.0
10249,888,5.0
10249,89,5.0
10249,8980,4.0
10249,905,5.0
10249,927,4.0
10249,93,4.0
10249,951,3.0
10249,981,5.0
10249,986,3.0
10288,1020,1.0
10288,1024,5.0
10288,1027,5.0
10288,1052,3.0
10288,1061,5.0
10288,1094,4.0
10288,110,4.0
10288,1101,2.0
10288,111,4.0
10288,1128,5.0
10288,1131,5.0
10288,1138,4.0
10288,1149,3.0
10288,1153,5.0
10288,1168,3.0
10288,1171,3.0
10288,1185,5.0
10288,1186,4.0
10288,1217,3.0
10288,125,5.0
10288,1253,1.0
10288,1267,2.0
10288,1272,4.0
10288,1274,5.0
10288,13,3.0
10288,1302,4.0
10288,135,4.0
10288,1367,5.0
10288,139,5.0
10288,1393,4.0
10288,1427,4.0
10288,1449,5.0
10288,1460,5.0
10288,1481,4.0
10288,1488,4.0
10288,1533,3.0
10288,1603,5.0
10288,163,5.0
10288,1633,2.0
10288,165,3.0
10288,1714,4.0
10288,1722,5.0
10288,1738,3.0
