book_id,rating_count,mean_rating,rating_std,title,authors,original_publication_year,average_rating,language_code
1055,36,3.6944444444444446,1.0642084770098774,Midnight's Children,Salman Rushdie,1981.0,3.99,eng
1056,40,3.625,0.9523923991986087,The Zombie Survival Guide: Complete Protection from the Living Dead,Max Brooks,2004.0,3.86,eng
1057,72,3.4583333333333335,0.9777453224091424,The Testament,John Grisham,1999.0,3.83,
1058,28,3.8214285714285716,0.9048663264720757,"Murder at the Vicarage (Miss Marple, #1)",Agatha Christie,1930.0,4.03,eng
1059,34,3.8529411764705883,1.0482988511314044,"Among the Hidden (Shadow Children, #1)",Margaret Peterson Haddix,1998.0,3.97,eng
106,96,3.9895833333333335,0.8521772939658021,Bossypants,Tina Fey,2011.0,3.94,eng
1060,29,3.896551724137931,1.046928418422431,In Defense of Food: An Eater's Manifesto,Michael Pollan,2007.0,4.07,en-US
1061,69,3.971014492753623,0.839660549282962,The Witch of Blackbird Pond,Elizabeth George Speare,1958.0,3.97,en-US
1062,22,3.3181818181818183,0.9945740239808647,"The Heir (The Selection, #4)",Kiera Cass,2015.0,3.85,eng
1063,46,3.5,0.9368979548370131,"Shopaholic Ties the Knot (Shopaholic, #3)",Sophie Kinsella,2002.0,3.77,eng
1064,42,3.5476190476190474,1.0638719194958355,The Woman in White,"Wilkie Collins, Matthew Sweet",1859.0,3.98,eng
1065,41,4.195121951219512,0.6789518464192418,"Career of Evil (Cormoran Strike, #3)","Robert Galbraith, J.K. Rowling",2015.0,4.21,eng
1066,26,3.6153846153846154,0.9413574486632833,"The Summer I Turned Pretty (Summer, #1)",Jenny Han,2009.0,3.96,en-US
1067,54,4.074074074074074,0.9080738863598871,"Four to Score (Stephanie Plum, #4)",Janet Evanovich,1998.0,4.17,en-US
1068,46,4.0,0.8432740427115678,The Color of Water: A Black Man's Tribute to His White Mother,James McBride,1996.0,4.06,en-US
1069,20,3.85,1.1367080817685318,"SuperFreakonomics: Global Cooling, Patriotic Prostitutes And Why Suicide Bombers Should Buy Life Insurance","Steven D. Levitt, Stephen J. Dubner",2009.0,3.95,en-US
107,93,3.3655913978494625,1.091318968999949,A Walk to Remember,Nicholas Sparks,1999.0,4.15,en-US
1070,39,4.0,1.2565617248750864,"Darkfever (Fever, #1)",Karen Marie Moning,2006.0,4.14,eng
1071,50,3.88,0.8953394066281368,"Stone of Tears (Sword of Truth, #2)",Terry Goodkind,1995.0,4.1,en-US
1072,22,3.4545454545454546,1.0568269096134508,Heart of the Matter,Emily Giffin,2010.0,3.73,en-US
1073,72,3.4583333333333335,0.948497700220693,Vanity Fair,"William Makepeace Thackeray, John Carey",1847.0,3.76,eng
1074,34,4.029411764705882,0.999554267862857,The Sirens of Titan,Kurt Vonnegut Jr.,1959.0,4.16,en-GB
1075,79,3.569620253164557,1.070388670168727,Dolores Claiborne,"Stephen King, Dominique Dill",1992.0,3.81,fre
1076,18,2.888888888888889,0.9633818428657449,The Nest,Cynthia D'Aprix Sweeney,2016.0,3.45,eng
1077,30,4.366666666666666,0.8087168778415269,"Fables, Vol. 1: Legends in Exile","Bill Willingham, Lan Medina, Steve Leialoha, Craig Hamilton, James Jean",2001.0,3.99,eng
1078,10,3.8,1.1352924243950933,Getting Things Done: The Art of Stress-Free Productivity,David    Allen,2001.0,3.98,en-GB
1079,55,2.9454545454545453,1.2969791371316972,"The Celestine Prophecy (Celestine Prophecy, #1)",James Redfield,1993.0,3.6,en-US
108,96,3.0416666666666665,1.1957527174978564,"Confessions of a Shopaholic (Shopaholic, #1)",Sophie Kinsella,2000.0,3.61,eng
1080,19,3.5789473684210527,1.261207070569223,My Life Next Door,Huntley Fitzpatrick,2012.0,4.02,eng
1081,33,4.090909090909091,0.8790490729915325,Winter of the World (The Century Trilogy #2),Ken Follett,2012.0,4.29,eng
1082,16,3.625,0.8062257748298549,Colorless Tsukuru Tazaki and His Years of Pilgrimage,"Haruki Murakami, Philip Gabriel",2013.0,3.82,eng
1083,46,3.5217391304347827,1.1103378952129364,Lucky,Alice Sebold,1999.0,3.77,eng
1084,67,3.656716417910448,0.993192568925479,To the Lighthouse,Virginia Woolf,1927.0,3.76,eng
1085,2,2.0,0.0,Five Point Someone,Chetan Bhagat,2004.0,3.43,en-GB
1086,49,3.7755102040816326,1.1042589166957364,"Guilty Pleasures (Anita Blake, Vampire Hunter, #1)",Laurell K. Hamilton,1993.0,4.02,eng
1087,27,4.111111111111111,0.8473185457363235,I Am the Messenger,Markus Zusak,2002.0,4.09,en-US
1088,52,3.8653846153846154,0.9294494713316441,Far from the Madding Crowd,"Thomas Hardy, Rosemarie Morgan, Shannon Russell",1874.0,3.92,eng
1089,55,3.8181818181818183,1.0016820869752054,"Equal Rites (Discworld, #3; Witches #1)",Terry Pratchett,1987.0,4.0,eng
109,100,4.02,0.994733607301447,Les MisÃ©rables,"Victor Hugo, Lee Fahnestock, Norman MacAfee",1862.0,4.14,eng
1090,30,3.9,0.959525744924238,House of Leaves,Mark Z. Danielewski,2000.0,4.13,eng
1091,59,3.7966101694915255,0.9243760433665352,"Cruel & Unusual (Kay Scarpetta, #4)",Patricia Cornwell,1993.0,4.11,nl
1092,33,3.6363636363636362,1.0552897060221726,Sycamore Row,John Grisham,2013.0,3.98,eng
1093,35,3.7714285714285714,0.9420164319072112,"Awakened (House of Night, #8)","P.C. Cast, Kristin Cast",2011.0,4.02,en-US
1094,91,3.659340659340659,0.9215901742794621,My Ãntonia,Willa Cather,1918.0,3.76,eng
1095,31,3.5806451612903225,0.9582690488023045,"Life As We Knew It (Last Survivors, #1)",Susan Beth Pfeffer,2006.0,3.89,eng
1096,36,4.194444444444445,0.7862912744358596,America (The Book): A Citizen's Guide to Democracy Inaction,"Jon Stewart, Ben Karlin, David Javerbaum, Rich Bloomquist, Steve Bodow, Tim Carvell, Eric Drysdale, J.R. Havlan, Scott Jacobson, Tom Johnson, Rob Kutner, Chris Regan, Jason Reich, Jason Ross, Stephen Colbert, Samantha Bee, Rob Corddry, Brendan Hay, Ed Helms",2004.0,4.02,eng
1097,13,3.923076923076923,0.75955452531275,90 Minutes in Heaven: A True Story of Death and Life,"Don Piper, Cecil Murphey",2004.0,3.91,
1098,18,3.888888888888889,0.8323523637957304,The Longest Ride,Nicholas Sparks,2012.0,4.14,eng
1099,32,4.34375,0.8654432017665117,Tao Te Ching,"Lao Tzu, Gia-Fu Feng, Jane English, Chungliang Al Huang, Rowena Pattee Kryder, Toinette Lippe",-300.0,4.31,eng
11,100,4.24,0.8659670836117215,The Kite Runner,Khaled Hosseini,2003.0,4.26,eng
110,95,4.294736842105263,0.697620335238916,"A Clash of Kings  (A Song of Ice and Fire, #2)",George R.R. Martin,1998.0,4.4,eng
1100,28,3.75,0.9279607271383369,"Kane and Abel (Kane and Abel, #1)",Jeffrey Archer,1979.0,4.27,en-US
1101,51,3.4901960784313726,0.8572642304355839,Change of Heart,Jodi Picoult,2008.0,3.91,en-US
1102,33,3.5757575757575757,0.9364261526644476,Dry,Augusten Burroughs,2003.0,4.01,eng
1103,37,3.8378378378378377,0.957819094306131,Sam's Letters to Jennifer,James Patterson,2001.0,4.15,
1104,7,3.857142857142857,1.2149857925879117,"Grey (Fifty Shades, #4)",E.L. James,2015.0,3.76,en-GB
1105,53,3.7735849056603774,0.8237230078211567,Dune Messiah (Dune Chronicles #2),Frank Herbert,1969.0,3.86,eng
1106,17,3.9411764705882355,0.8269362305593853,The Great Divorce,C.S. Lewis,1945.0,4.28,en-US
1107,42,3.5,0.9435273723846196,Little Earthquakes,Jennifer Weiner,2004.0,3.76,
1108,69,4.246376811594203,0.9456680971898257,The Complete Fairy Tales,"Hans Christian Andersen, Lily Owens, Arthur Rackham, Hans Richter",1835.0,4.28,eng
1109,9,3.6666666666666665,1.0,"New Moon: The Complete Illustrated Movie Companion (The Twilight Saga: The Official Illustrated Movie Companion, #2)",Mark Cotta Vaz,2009.0,4.34,en-US
111,100,3.57,1.1033008326257745,The Memory Keeper's Daughter,Kim Edwards,2005.0,3.64,eng
1110,17,4.0588235294117645,0.9663454503498036,"Maybe Someday (Maybe, #1)",Colleen Hoover,2014.0,4.33,eng
1111,23,2.4782608695652173,1.1626601636447695,Mr. Maybe,Jane Green,1999.0,3.41,eng
1112,47,3.872340425531915,1.0345555919792164,"Anne of the Island (Anne of Green Gables, #3)",L.M. Montgomery,1915.0,4.21,eng
1113,37,3.891891891891892,1.286333803744057,Thus Spoke Zarathustra,"Friedrich Nietzsche, Walter Kaufmann",1883.0,4.05,eng
1114,30,4.166666666666667,0.9498941259817922,North and South,"Elizabeth Gaskell, Alan Shelston",1854.0,4.13,eng
1115,15,4.0,0.8451542547285166,A Stolen Life,Jaycee Dugard,2011.0,3.89,en-US
1116,5,3.2,0.8366600265340756,"The Immortals of Meluha (Shiva Trilogy, #1)",Amish Tripathi,2010.0,4.0,eng
1117,64,3.546875,0.8151285320791585,"The Lost World (Jurassic Park, #2)",Michael Crichton,1995.0,3.72,eng
1118,32,3.21875,0.8700899100741849,"Requiem (Delirium, #3)",Lauren Oliver,2013.0,3.74,eng
1119,68,3.676470588235294,1.0285648089868795,"A Crown of Swords (Wheel of Time, #7)",Robert Jordan,1996.0,4.0,eng
112,78,4.089743589743589,0.9423085417979545,"Me Before You (Me Before You, #1)",Jojo Moyes,2012.0,4.27,eng
1120,67,4.17910447761194,0.8690882218761741,Aesop's Fables,"Aesop, Laura Harris, Laura Gibbs",-560.0,4.05,eng
1121,27,3.888888888888889,1.0860419786947368,"Blood Meridian, or the Evening Redness in the West",Cormac McCarthy,1985.0,4.18,eng
1122,25,3.6,1.4433756729740645,"Finale (Hush, Hush, #4)",Becca Fitzpatrick,2012.0,4.22,eng
1123,72,3.9583333333333335,0.8791401048431711,Skeleton Crew,Stephen King,1985.0,3.93,eng
1124,26,3.576923076923077,0.8566482089201809,Lullaby,Chuck Palahniuk,2002.0,3.73,
1125,2,3.0,1.4142135623730951,2 States: The Story of My Marriage,Chetan Bhagat,2009.0,3.42,eng
1126,2,3.0,0.0,"Vampire Knight, Vol. 1 (Vampire Knight, #1)","Matsuri Hino, Tomo Kimura",2005.0,4.1,eng
1127,56,4.160714285714286,0.8480305679371729,"Summer Knight (The Dresden Files, #4)",Jim Butcher,2002.0,4.3,eng
1128,47,3.872340425531915,1.19085320667662,"Dragonflight (Dragonriders of Pern, #1)","Anne McCaffrey, Teodor PanasiÅski",1968.0,4.1,eng
1129,3,4.0,1.0,"The History of the Hobbit, Part One: Mr. Baggins","John D. Rateliff, J.R.R. Tolkien",2007.0,3.81,eng
113,100,3.89,1.0720979150217296,Catch-22,Joseph Heller,1961.0,3.98,en-US
1130,16,3.9375,0.997914491994847,Ugly Love,Colleen Hoover,2014.0,4.3,eng
1131,63,3.7936507936507935,0.8643239043159343,"Chocolat (Chocolat, #1)",Joanne Harris,1998.0,3.95,eng
1132,58,3.586206896551724,1.124441112772009,The Amityville Horror,Jay Anson,1977.0,3.82,eng
1133,95,3.778947368421053,0.9804357191208954,The English Patient,Michael Ondaatje,1992.0,3.88,
1134,12,3.8333333333333335,0.8348471099367218,"Gabriel's Rapture (Gabriel's Inferno, #2)",Sylvain Reynard,2012.0,4.22,eng
1135,62,3.629032258064516,1.1196291975140544,Dubliners,"James Joyce, Jeri Johnson",1914.0,3.85,eng
1136,49,3.9591836734693877,0.7626484465736652,Let the Great World Spin,Colum McCann,2009.0,3.93,en-US
1137,49,3.7346938775510203,0.8606080748537056,"The Eternity Code (Artemis Fowl, #3)",Eoin Colfer,2003.0,4.04,eng
1138,51,3.764705882352941,0.9713544212926124,Tell No One,Harlan Coben,2001.0,4.11,eng
1139,64,3.46875,1.1542708823500962,The Tommyknockers,Stephen King,1987.0,3.48,eng
114,100,3.75,1.0576799462440747,Tuesdays with Morrie,"Mitch Albom, Saulius Dagys",1997.0,4.06,eng
1140,40,3.5,1.198289379030556,"Hex Hall (Hex Hall, #1)",Rachel Hawkins,2010.0,3.96,eng
1141,6,3.5,0.8366600265340756,Steal Like an Artist: 10 Things Nobody Told You About Being Creative,Austin Kleon,2010.0,3.86,en-US
1142,44,4.136363636363637,0.978630012774362,Cryptonomicon,Neal Stephenson,1999.0,4.25,eng
1143,20,3.7,1.1742858972247998,"Beautiful Bastard (Beautiful Bastard, #1)",Christina Lauren,2013.0,4.05,eng
1144,54,3.925925925925926,0.8434397642504994,Prodigal Summer,Barbara Kingsolver,2000.0,3.98,en-US
1145,74,3.4324324324324325,1.060900122874227,We Were the Mulvaneys,Joyce Carol Oates,1996.0,3.7,eng
1146,4,4.5,0.5773502691896257,Understanding Comics: The Invisible Art,Scott McCloud,1993.0,3.98,en-US
1147,25,3.56,1.0033277962194942,"Beautiful Darkness (Caster Chronicles, #2)","Kami Garcia, Margaret Stohl",2010.0,3.84,en-US
1148,29,4.275862068965517,0.7971624553976225,The Psychopath Test: A Journey Through the Madness Industry,Jon Ronson,2011.0,3.91,eng
1149,45,3.4,0.8633970960424558,Vanishing Acts,Jodi Picoult,2005.0,3.68,en-US
115,99,3.898989898989899,1.0251425933164724,Middlesex,Jeffrey Eugenides,2002.0,3.98,en-US
1150,41,4.048780487804878,0.7730206825239258,Absolute Power,David Baldacci,1995.0,4.15,eng
1151,53,4.169811320754717,0.8488872593578873,"Hot Six (Stephanie Plum, #6)",Janet Evanovich,2000.0,4.18,eng
1152,22,3.590909090909091,1.1405550406998344,The Time Keeper,Mitch Albom,2012.0,3.85,eng
1153,43,4.0,0.8451542547285165,"A Dirty Job (Grim Reaper, #1)",Christopher Moore,2006.0,4.08,en-US
1154,10,4.0,0.8164965809277259,Moneyball: The Art of Winning an Unfair Game,Michael   Lewis,2003.0,4.24,en-US
1155,53,3.7735849056603774,1.0122615471150622,"The Amulet of Samarkand (Bartimaeus, #1)",Jonathan Stroud,2003.0,3.99,en-US
1156,35,3.6,0.6945163361480207,I Am America (And So Can You!),"Stephen Colbert, Richard Dahm, Paul Dinello, Allison Silverman, Michael Brumm, Eric Drydale, Rob Dubbin, Glenn Eichler, Peter Grosz, Peter Gwinn, Jay Katsir, Laura Krafft, Frank Lesser, Tom Purcell",2007.0,3.91,en-US
1157,15,3.2,1.1464230084422218,The One Minute Manager,"Kenneth H. Blanchard, Spencer Johnson",1981.0,3.85,en-US
1158,72,4.291666666666667,0.7587517547604831,Exodus,Leon Uris,1958.0,4.33,eng
1159,72,3.736111111111111,0.9191707155810867,Stones from the River,Ursula Hegi,1994.0,4.07,en-GB
116,100,3.75,0.9252354327740621,The Adventures of Tom Sawyer,"Mark Twain, Guy Cardwell, John Seelye",1876.0,3.89,eng
1160,33,3.878787878787879,0.927280154456292,"The Big Sleep (Philip Marlowe, #1)",Raymond Chandler,1939.0,4.04,eng
1161,82,3.8902439024390243,0.9813834724632818,Cannery Row,John Steinbeck,1945.0,4.02,eng
1162,19,3.4210526315789473,1.2163602113447687,Seriously... I'm Kidding,Ellen DeGeneres,2011.0,3.72,en-US
1163,35,3.8285714285714287,0.9847577870520569,"The Miserable Mill (A Series of Unfortunate Events, #4)","Lemony Snicket, Brett Helquist",2000.0,3.83,en-US
1164,36,3.888888888888889,0.9791476695218952,The Snow Child,Eowyn Ivey,2012.0,3.95,eng
1165,21,3.761904761904762,0.8890872794479688,"Wait for You (Wait for You, #1)","J. Lynn, Jennifer L. Armentrout",2013.0,4.19,eng
1166,5,3.6,0.8944271909999159,"The Last Straw (Diary of a Wimpy Kid, #3)",Jeff Kinney,2009.0,4.11,eng
1167,63,3.7142857142857144,0.9233279819284054,The Divine Comedy,"Dante Alighieri, Allen Mandelbaum, Eugenio Montale",1308.0,4.06,eng
1168,50,3.74,0.9435062700547638,The Tao of Pooh,"Benjamin Hoff, Ernest H. Shepard",1982.0,4.01,eng
1169,30,4.033333333333333,0.8502873077655143,"Onyx (Lux, #2)",Jennifer L. Armentrout,2012.0,4.33,eng
117,100,4.15,0.9031370691409832,"A Wrinkle in Time (A Wrinkle in Time Quintet, #1)",Madeleine L'Engle,1962.0,4.04,en-US
1170,27,4.2592592592592595,0.9026709338484401,"Unravel Me (Shatter Me, #2)",Tahereh Mafi,2013.0,4.28,eng
1171,40,3.525,0.8469401940560456,The Birth of Venus,Sarah Dunant,2003.0,3.79,en-US
1172,46,3.8260869565217392,0.9499555036617233,"The Opal Deception  (Artemis Fowl, #4)",Eoin Colfer,2005.0,4.04,eng
1173,28,3.392857142857143,0.9560445408144769,"The Girl in the Spider's Web (Millennium, #4)","David Lagercrantz, Stieg Larsson, George Goulding",2015.0,3.73,eng
1174,26,3.423076923076923,0.9021342216356466,The Girls,Emma Cline,2016.0,3.49,eng
1175,33,3.9393939393939394,0.9981042636979972,"The Goose Girl (The Books of Bayern, #1)",Shannon Hale,2003.0,4.18,en-US
1176,60,4.016666666666667,0.8535403174111508,Mystic River,Dennis Lehane,2001.0,4.19,en-US
1177,11,3.6363636363636362,1.1200649331826502,"Warm Bodies (Warm Bodies, #1)",Isaac Marion,2010.0,3.93,
1178,79,3.7848101265822787,0.9428664162385342,The Prince and the Pauper,"Mark Twain, Everett H. Emerson",1881.0,3.84,eng
1179,44,3.7954545454545454,1.0247982320879003,The Moon is a Harsh Mistress,Robert A. Heinlein,1966.0,4.17,eng
118,100,4.01,0.9044781965756875,The Joy Luck Club,Amy Tan,1989.0,3.9,eng
1180,1,2.0,,The Forty Rules of Love,"Elif Shafak, Ø¥ÙÙÙ Ø´Ø§ÙØ§Ù, Ø§Ø±Ø³ÙØ§Ù ÙØµÛØ­Û, ÙØ­ÙØ¯ Ø¯Ø±ÙÙØ´",2010.0,4.17,eng
1181,51,4.176470588235294,0.8174566007548333,"High Five (Stephanie Plum, #5)",Janet Evanovich,1999.0,4.17,eng
1182,25,3.76,0.7788880963698614,Joyland,Stephen King,2013.0,3.9,eng
1184,57,3.789473684210526,1.0477329625922132,Tender Is the Night,F. Scott Fitzgerald,1933.0,3.83,en-US
1185,76,3.8421052631578947,0.9940171907158329,Cold Sassy Tree,Olive Ann Burns,1984.0,3.99,
1186,92,3.597826086956522,0.9614524567365461,The Glass Menagerie,Tennessee Williams,1945.0,3.67,eng
1187,26,3.9615384615384617,0.7200427337745576,My Brilliant Friend (The Neapolitan Novels #1),"Elena Ferrante, Ann Goldstein",2011.0,3.88,eng
1188,7,4.0,1.0,The 4-Hour Workweek,Timothy Ferriss,2007.0,3.84,eng
1189,3,4.0,1.0,The Monk Who Sold His Ferrari: A Fable About Fulfilling Your Dreams  Reaching Your Destiny,Robin S. Sharma,1996.0,3.77,eng
119,99,3.878787878787879,0.9822166442176123,The Handmaid's Tale,Margaret Atwood,1985.0,4.06,eng
1190,29,4.344827586206897,0.7209052874667634,Rules of Civility,Amor Towles,2011.0,3.99,eng
1191,35,3.5428571428571427,0.9185300642829262,"Ringworld (Ringworld, #1)",Larry Niven,1970.0,3.96,eng
1192,21,4.238095238095238,0.8890872794479688,Between Shades of Gray,Ruta Sepetys,2011.0,4.36,eng
1193,23,3.869565217391304,1.0576280419404616,Frindle,"Andrew Clements, Brian Selznick",1996.0,3.79,en-US
1194,3,3.6666666666666665,1.1547005383792515,"Dog Days (Diary of a Wimpy Kid, #4)",Jeff Kinney,2009.0,4.14,en-US
1195,43,3.883720930232558,0.7624928516630234,The Round House,Louise Erdrich,2012.0,3.91,eng
1196,52,3.673076923076923,0.9644901903597314,"A Wind in the Door (A Wrinkle in Time Quintet, #2)",Madeleine L'Engle,1973.0,4.07,eng
1197,15,3.6666666666666665,0.8997354108424372,"Free Four: Tobias Tells the Divergent Knife-Throwing Scene (Divergent, #1.5)",Veronica Roth,2012.0,4.18,eng
1198,22,4.5,0.8017837257372732,A Little Life,Hanya Yanagihara,2015.0,4.27,eng
